date,title,company,location,detail,sector,skill,link
N/A,"Senior Analyst (Bangkok-based, Relocation provided)",Agoda,"Ankara, Ankara, Türkiye",Full-time Mid-Senior level,"5,001-10,000 employees · Software Development","A/B Testing, Analytics, Business Insights, Communication, Data Analytics, Data Modeling, Data Science, Interpersonal Communication, Presentations, and Stakeholder Management",https://www.linkedin.com/jobs/view/3936102764/?eBP=CwEAAAGQJuLOjevSnVFTB_4iVir9DoEprudXNSnK9juGekp95ob-SOwad6kiMePp8yHEWniSgGR5XTYu2cgVQDwyKgi-MGv1bJOvkYwDS34X8GAguSjZWZG3AH0nO5TyosBU8Ph8suSKjCBI3w2VPZ7frrmaDtvCBiNAsiFLPprYfHst1KnOvzTx96tVuoW6SHKoGLIUu6bAAL9DcmpA9EgoKiXJEjB_7XR3J3QflyTAwz5sAqcXAHxmzkQaaQJltrdMpOmlkiHUQzLyn5s5ec0xhu3StmuOvE1enQ276ab4WaJ48eCF_ZZ4GcVKUQf2A9C7pQUXzwQ5mxTfnB1xfHb0V1eGWTm_zk7e2Gxj9cuEXZkwwEQDh0V10duYuGEwsbTdEaY2EW_669yOMnmCM9Y8_uxcFj37PR3LxOispAGYiOEFTVAhmCu_EbFrH3Jtn4hIWZktjTERqqbt88KiDYoNoUZQYf-1&refId=AX98pedJLjcjZKtEOHMHkQ%3D%3D&trackingId=%2BShTseBs3dm9hZYo5ON6pw%3D%3D&trk=flagship3_search_srp_jobs
N/A,Data Analyst,Scorp,"Istanbul, Türkiye",On-site Full-time Mid-Senior level,201-500 employees · Software Development,"Amazon Web Services (AWS), Data Analysis, Data Science, Google BigQuery, Google Cloud Platform (GCP), Python (Programming Language), and SQL",https://www.linkedin.com/jobs/view/3946494355/?eBP=CwEAAAGQJuLOjcF5YCkOKGjEAdE7KJcFGScyAQhYo5zJjBofqh0rC7fihxj5sPmJusasr0LKPUrJ_gJnSOC4ANpmQ9v1iCSl43prlmOnrERyAWOTt4YfRO9AouT6PPQTH-cjgYSDEXTCJoZD7zL9dTPwm8bNNyEfCFVpKMxTjIpVtSWrVgLuKrYcx6MbT301x26lHkZm690NkzfNc8CXldemCNrP6ScKvhzTP22MTYwnJlOfRxxXvCuLSuv2QPFK_iJRLq41eUo8SaKqnwcGxNytVS2j774Gcz9RxFjlnlynUywn5TNcx9xFZWzr4mvqZK_xJ6wEuWo4_nQm3zcqqxYMwEvO53ODrMGrA5BqXMUYK1rukIEGnqa_PTDQX72XPlUbo7Boy8BoCARdFadWfUUl6P4b6QSrDYnXeB97XVuOclGhuN7IB8dXAhPuT2ZsKy3m199xkl9j1Nn3Due9kjWmQQguRnAEn9n0P28&refId=AX98pedJLjcjZKtEOHMHkQ%3D%3D&trackingId=QjEnTkWl8lT5RrGAH3frBw%3D%3D&trk=flagship3_search_srp_jobs
N/A,Consultant / Business Analyst,Value Gene Consulting Group,"Istanbul, Türkiye",Hybrid Full-time,11-50 employees,"Analytical Skills, Business Analytics, Business Strategy, Communication, Data Analysis, Hypothesis Testing, Market Research, and Problem Solving",https://www.linkedin.com/jobs/view/3930115446/?eBP=CwEAAAGQJuLOjYprOzU1scoT_xWtTvYUgXWmW1-8rNqT-6RqCsoZ4o7SCnl-h3jxj_UQQ8HwqqohISXvDJC2mfgl04_UPvBKejyrteBCZk41QxlaoVB8fLdo4uA54Msodg6gwUQ7-9Q9rLKZ2AHbwdTuoEQiKxxAUzT-db1B19GxzTpU06y8OcBKDdNx2hMtZsMJmTqX6fSGQVfUwzyX8emNRU8ZJhC4fmjvCFRql6yQvP5wM0uTd4VoybRPC5xBVzXqlVwq8Z84eqcy_5tDhdsmsanFtmCu4kGazwoObOWPur7SA2stDTp0MM5wGpVrrTsjOGqmbDil6JU0t5u67BH2Kh7WGai5KkaZvgbFYHY4LEF_SQFcmNLlAiyjCaaaA9i0yHgN98_ckAjSQAt6yaQcQzKSI1zuyPQ02EAOPjEMoHMN8-MIhk4b0KpoKhtLqfieRC8GO5rl098HKoFTowq9b9QckGdUQvL_oTEJABs8jQoGGojX3g&refId=AX98pedJLjcjZKtEOHMHkQ%3D%3D&trackingId=0984NN37nOHFllGb9jdFWw%3D%3D&trk=flagship3_search_srp_jobs
N/A,Credit Analyst,TD SYNNEX Turkey,Greater Istanbul,Hybrid Full-time Entry level,"10,001+ employees · IT Services and IT Consulting","Commercial Awareness, Communication, Customer Satisfaction, Financial Statement Analysis, Insurance Policies, Legal Accounts, Legal Procedures, Problem Solving, Risk Assessment, and Statutory Accounting Principles (SAP)",https://www.linkedin.com/jobs/view/3920269312/?eBP=CwEAAAGQJuLOjUcBsmGvGUTtH84OpGPF5ytX78aTSOPQwfUqa5gLYCRYKwfXjmG9eduBZa2gWMbeS33SU9xc3boygtThYpwECDPsBODJsaGRbHm_iEtcIokHPW2KEyhhXM832r_t0st2qwkPnW8WI2uT9E8cOBiDIbePlMmaKZ7EQVBGEVgWA6fhse_IIMTEilbU6dMxnjjLM5XFupV5zjMHlMg1Lxipvak1E0_lAB_9dNg8TNty1Ob40WZBX2WeJ9DWLBijhNvx91dxZWH_-UE3fgvMRnmge7os5RhS-XbYX4Vgpzf1Hl5pr1Xufs0DnJ2edkNc3FFPAcbZ_DvNgK1b8li8eA6jYydw3raBnSTo73hHH1DQI0b4Tj6yo-g4VEgyWkfsYORF5VpIFVpQZEvdupCjG9MjXQ4N2i5y6IjiZd8f1-wVapLTxk2h_BSsziK_i8L8SBpWC25RQDOIAjyLT3qWi_kUOBM0&refId=AX98pedJLjcjZKtEOHMHkQ%3D%3D&trackingId=2ZSptQ1zouYoXMTPodoAxw%3D%3D&trk=flagship3_search_srp_jobs
N/A,Business Analyst – Finance & Credit,Gunvor Group Ltd,"Istanbul, Istanbul, Türkiye",On-site Full-time Mid-Senior level,"1,001-5,000 employees · Oil and Gas","Business Analysis, Business Requirements, CTRM, Customer Satisfaction, ETRM, Expert Communicator, Manage client expectations, Stored Procedures, Structured Trade, and Windows Presentation Foundation (WPF)",https://www.linkedin.com/jobs/view/3826794421/?eBP=CwEAAAGQJuLOjRb7i6SrWSBdLVbQtSwYONcRA7VHEh7kCsrnYXM76Fft9waL7mANw7sS8xqR9fUQL9XqaQduT0T_lWl8KoDVbwqS5KOsIw3kGjzpOfLXast_NAnh775i1sjGJOIkVpr02Dg0YdrelQhX1zkPqjWzJL5EKmVdWF5F8AWH20RtNdsLc1yrGmZfuWu8ajNAM6ldKO3OxusUg2HlqSalGZ0qT8q_MsFloE-5B-VpwCIvmlGlua7KwlrcoLoS464q1I5oOlokEkQu4HHSr1w2TG2oNmMRxbyveJiiqF11yoTepi2aozWQ1oWSnMLiI4q6BOBZbP-tH-d9VHk6t2JqKItryd_Zjbl5OjesiizsTNWf-RvZzoDpYmucxGBFg_9r5uAcINB8DeX7e3uRSH9mUuvCBRlDJoMQFsVsSrTfue0cqQ2wJH0lUa5a-koS3t2Zx2LW8HCHSVGdton2-REj9dpaoDBb&refId=AX98pedJLjcjZKtEOHMHkQ%3D%3D&trackingId=iKwsrESZWZqcrzmuwYDBSA%3D%3D&trk=flagship3_search_srp_jobs
N/A,Business Analyst,BEST Transformer,"Balıkesir, Türkiye",On-site Full-time Associate,"1,001-5,000 employees · Electrical Equipment Manufacturing",Oracle Database and Oracle E-Business Suite,https://www.linkedin.com/jobs/view/3945243991/?eBP=CwEAAAGQJuLTlTfJ5_xqzYEHgx3sXCMBVGQkDvC-CaQYrb0Zol2BRWQGV4t9FDbTFh_yJ-IHT-01vAr9tW4LeaZGrVfPvA7lbeiruU32Gid-eH080bBCaJfjkkOIwlbRsCsP4j6Nv7PiKWiE0xFHqMzFJ2zsjuBlO4FY9P2I9h9Dzgi7ktK4ekBTzLEv4zpS6U4k1wnW8rMeMETbjoTh7S7oZm9Z2cKci1mGCWFP7_cYOWrMD7HktazO18rCwV8FjvgmMTr4bHMTmNXYIwtqO6tWxdc3BUzGLjcpnm_L0qt7HeyfkMGENRbGeSMILaR6DHQWu1w2eCTpxleZVWAARvlNB76OC3guBugqy0O8DPlmR70Uh5EXb19MuM74rJf4J8pjUm-ioHOZVPi7ecsTmaM9Nm8PZGMbeLt7P1TE3XuAPtAm1HuYz3xff6e0LefnE1Qw3cgK9kg9f-6uj2ksX78xDtM86hVMiw&refId=PkVPBlJd2EgZjQmlPzfQDQ%3D%3D&trackingId=CLb1DNh2NADdpLuZhThd7g%3D%3D&trk=flagship3_search_srp_jobs
N/A,"Senior Business Intelligence Analyst (Bangkok based, relocation provided)",Agoda,"İstanbul, Türkiye",Hybrid Full-time Director,"5,001-10,000 employees · Software Development","Analytics, Business Intelligence (BI), Business Process, Business Requirements, Dashboards, Data Analytics, Data Architects, Databases, Presentations, and Query Writing",https://www.linkedin.com/jobs/view/3945928399/?eBP=CwEAAAGQJuLTlTN9Q5OW21-Rn-ZwADEriYWAqMjqb7dx_vKiRAqFPKVw1MyGAA2J3RFoV3rv13s4QSOReDgnhl9MDqS83UPdrWQ9jzi1OD-RlNn6fqPQsgGE1pTo8O9QvBFQcdN_PeLC7JJYnQIb9fYDx7-s_PJhgb28OdUegbnKDEvV2zNibOSKkIoXcOJKKJ23GA-F_3GluVifGznkhGhjy164759bcJVtdpyZUrGa7WljhasC3xA17xT64ytr6K1_PnZsxnnUvKsoVU4CZ8YOgERC3eYztVwlBfnGsECdVd2ihhn-sKfZ7-1m3LR7Yyjr9Xlr7ea83OmOgXkZz2G4M4ZIqsCEM5mzKfI6-xW6yX8_gk7akDWTShsagz3u9URY-2iVMsH8vAikCHduZFAboh5Km-hiTIzWXjlJPaRrmYJTS33-hK-dD9yII1cQHiz7Zgn264VnqsIN60YjI4p4tWwsH4lxk-pT&refId=PkVPBlJd2EgZjQmlPzfQDQ%3D%3D&trackingId=GA0vFDA3a1CQqZUcZIHl2Q%3D%3D&trk=flagship3_search_srp_jobs
N/A,Financial Analyst,Grafton Recruitment,"Istanbul, Istanbul, Türkiye",Hybrid Temporary Mid-Senior level,"501-1,000 employees · Staffing and Recruiting","Account Reconciliation, Accounting Standards, Analytical Skills, Budget Process, Communication, Financial Analysis, Financial Reporting, Financial Statements, Infor Enterprise Resource Planning (ERP), and Quantitative Analytics",https://www.linkedin.com/jobs/view/3937590156/?eBP=CwEAAAGQJuLTlYahUm1LxyD-cPTW-t9ak1UqxMl3YyhBQn325DSJPYCH0zDUv1lJEgrYWtzLJxn9EDUe_oSJKcrK4-Ct1XeJzOgLK2N5dMeHzmGtkNPDyCBQ_6leu4293flxxokGvkdExwCTz7u2uDnBalCKSV3sksUhTFUU3rKkIiEVCJ8J1G1iPSYt9-Bgfm9RkxUlvb8HKQcCVW4TBmYm6IUC4ot4waKfSTKt7Vei9FECCLewQQ9LHh2BqKGTn8FRhC_co8d2TMbEPcpcRhk508O50Lhwjgph_Y25kTerFETy5S0mQjzriwPpOF4d5mczKuH0GVnsq5jkuFtAthSaY7-A_QIUozoRF_xTkSygE0-49ECGQHqssAIxDZhQyxvUf2dVWozKxpgKhkzzYsIomcNnVbCsZbk99DdIRkzrQhRbupf_7iZbjTUuBFShLZxyAtv__Vqge8U2cX15DO9WwFEt54EY3A&refId=PkVPBlJd2EgZjQmlPzfQDQ%3D%3D&trackingId=eRonP0Ke7OgAlB8sgHK47g%3D%3D&trk=flagship3_search_srp_jobs
N/A,"Senior Analyst (Bangkok-based, Relocation provided)",Agoda,"İzmir, İzmir, Türkiye",Full-time Mid-Senior level,"5,001-10,000 employees · Software Development","A/B Testing, Analytics, Business Insights, Communication, Data Analytics, Data Modeling, Data Science, Interpersonal Communication, Presentations, and Stakeholder Management",https://www.linkedin.com/jobs/view/3936106262/?eBP=CwEAAAGQJuLTlVKTimrVgjx1KVYNag4cdf1Te7_w3jIbCMXgqw8ALMlumPxPb-h1xR9ieBnd5iHyLPQfY8-dxnO1Mgw5oazyfCNK3QtnZEHub9EnLiyVLgpAy1aQrPWQ8lehipby9RF65oEhoFundnC434kPHYFyVP9KE6vPj0j6LEQcsUxw55v2WlEl0arkb8O7LdSvNKBUOSd_qi4dS-9nCoip2Nk0E8rwABVvsjqqSXvx1wcX_CJRESTOkYX7KFW4iiRenxoK934PIJtU-jrzHZnAbHiRj7ZyT3SsVo5XksK8xyZxls1rbpmzwRUNdq9S-YKvr6HWzGHbS5t7PslbNAn3aUARbNvDmqcGBFukn8Lq7OCHGg9FsV2JTT1P8pURz2L836AMsgen05FcgQdNWbVqKqecMQODhi1b3VjDqQMNetL000VAknOVOPnQRLwXBxbWZrotr5dbD0zulvaUwekTRg724SsM&refId=PkVPBlJd2EgZjQmlPzfQDQ%3D%3D&trackingId=3E1LnT%2BLX5k%2BRRRg%2BZdXzA%3D%3D&trk=flagship3_search_srp_jobs
N/A,Business Analyst,Metasis Teknoloji,"Istanbul, Türkiye",Hybrid Full-time Mid-Senior level,51-200 employees · IT Services and IT Consulting,"Agile Project Management, Banking, Business Analysis, Communication, Digital Transformation, SQL, Scrum, Software Development Life Cycle (SDLC), Test Methodologies, and User Acceptance Testing",https://www.linkedin.com/jobs/view/3879644753/?eBP=CwEAAAGQJuLTlcf19XBWpQPFvm16HEjEho-Z4StApxzFoFUrO7vjkNE9JnVczuvyatxr0jtgM4Vyabobq8NbqVD6Vw-B2311C1b5rAUXyuj9ltu4N8NJ9Q_S0T7USSjk_N8_0Sp6obNUTR5--aZxl1XhFFpknen7fj4uOgngYQ4jWYWZNaa6NJBRwjvZ-6cbnzgk8fbPfLn4NrJkUWVLSS4mRScTEWgSOzu4K-G7EEPlbfKAJWOVzEypOayKxNdNIC4XRlzIzRSYvT27thiC8CSAZoXlIZdur6qFxYaBPGOTg6ush8ZED4zJ84if_K4kL26unR9ZXJ3BK6mN2udfkPllmG-A7J5Qy0PCqLQpF4klYrIhwIwScbaMcE_xMT6aKImxhqcNO1k2hNvCXW7EGd7dfh6PDcwnDbrcZhyFIdOFYenhcO0p47zY6wFsdnxNVvF7RTV2lncLKv_XXPD5HPS_nkXc3MPKA8Ld&refId=PkVPBlJd2EgZjQmlPzfQDQ%3D%3D&trackingId=TQeEWHlYUFJG2TB59T5zJA%3D%3D&trk=flagship3_search_srp_jobs
N/A,"Senior Data Analyst (Flights team, Bangkok-based, Relocation provided)",Agoda,"İstanbul, Türkiye",Full-time Mid-Senior level,"5,001-10,000 employees · Software Development","A/B Testing, Analytics, Business Insights, Business Intelligence (BI), Creative Problem Solving, Data Analytics, Data Science, Data Visualization, Interpersonal Communication, and Performance Measurement",https://www.linkedin.com/jobs/view/3936107225/?eBP=CwEAAAGQJuLTlrmkq-mkCpYYQlE0l56Ff-4SedX8hpkeLxSYoSEUzi-Rfaxlu5FVYGwG4BHzUEjSO4-GxtO5vTm4GcLFib8cvcJ8scK8CEFYPA16lcSny2PtxsnG4eOo4rRK__2AfwbpKNxmgAJxgJTNGSrVIP7awGWsaZc7ijnlOkWaXWGzTQwGCKNDjqNBoEqDQOu1dqHz2l3DPoRNbkmVUqyjL3F5YMmpSKbIUXwOePGJVnIcsrN3s-dm33UqO9Loi6liiXYOv9C8oku4B3gMNY8YlPLyMsQSEihQ4CDMqRrLOHkc2M_WBc9eB11XRlEJYoDUmwZc75pWJaZjUTnIOV2OXEc2qvn_vCRXeVqyYdleZg7IQiPQYczYuNNxCzpFkj_r0xRdl3rRfQosUvIONXVblGDB01Kzh_fiaghDKdE-s-5izm9aeqP_ZMh2hZb6dp95I0xlnDx0f5OhwsF_0Yns9WpFctqx&refId=PkVPBlJd2EgZjQmlPzfQDQ%3D%3D&trackingId=UGb0KaKStpOTSURxo9BJRQ%3D%3D&trk=flagship3_search_srp_jobs
N/A,Marketing Science Analyst,GfK - An NIQ Company,"Istanbul, Istanbul, Türkiye",Hybrid Full-time Entry level,"5,001-10,000 employees · IT Services and IT Consulting","Analytical Skills, Analytics, Business Insights, Communication, Data Analytics, Interpersonal Skills, Market Research, Marketing Science, Project Teams, and Statistical Analysis",https://www.linkedin.com/jobs/view/3840158726/?eBP=CwEAAAGQJuLTltZCt2Y8NPpCmdaCvYeAZBrLEaYIidAQDiVbILSpMpUeoKX353OFdVlZLr7IPkMBQ_CBeWhMJcy5iBaiqFkv5kLfJnjl5tKJaKTxIxUlfI9KbwgXvoa9dFrBK0fuRuj319DJ6rWR4Ubl6Ql-bRbpsSSZzUb7F-sIvNPXXL3A0Uq2CF-4sN-SJPeiNNfWZHowOaH_ulyqy--xW-3vQdnMdAfdpmToeP2p4KNayRUA2x9Nu4t18PfdgYfZ6KuqaLcQK-lyVStKRINvA_Z6b5sjhFQ4Gu7WbJCsWhGXogY7ha4ewN-Le4BwCcfAcEa3MOrrmP6kAE6m1KC6LgFI-tX3m5JsP_egEMAphiVkHCoL2UFYzUMJIKNVNl4gA1_2csPcKsQtyVGkNm1VgXNemrkxBLtQTssdEk6bau-Tm9mB56tfKMx9S_ZVGJ42ucuL_NS6NzICZI34VUFLEe_QIdGSg2s&refId=PkVPBlJd2EgZjQmlPzfQDQ%3D%3D&trackingId=MLtt7F1Zs3d49EIO5fjKIw%3D%3D&trk=flagship3_search_srp_jobs
N/A,"Pricing Analyst (Bangkok Based, relocation provided)",Agoda,"İstanbul, Türkiye",Full-time Associate,"5,001-10,000 employees · Software Development","Ad Serving, Communication, Digital Marketing, Economics, Pricing Analysis, Pricing Strategy, Problem Solving, Reasoning Skills, SQL, and VBA Excel",https://www.linkedin.com/jobs/view/3748493355/?eBP=CwEAAAGQJuLTlkldePbByTG-7_FBS-MiheRKnKsR4QsL8077bSaKmuE3VPT4bKQ331mKLChk_tohkrwDoAnoGsYbfyUBD-NY3VoULsduuhjyuu45tg-hb9E5ObQIqe2nvceCisKEVTYbnDBNEf3cc1luv0ZiDIAZ15IkoIKzjKTGn-cmU1hOw17v1VBWel8WjHphSfroOEiLEdlRUhYv7nbgKv0d6_wUAzyo5XaZgJVizwq8Xo1S9Z0i6anV7o1g1A9kIAADrURlyKztEnbDcbdxHeT_4iEpT2Ld7W96dsMYpBYy3uV7aVoHcUVEa60oWbLUE_vRNJcN4FfirLWHTf0UFbOtaD_fUsAX7omyjEutnkqaqBszeERZxh65-ntm93O5Gy3wC0MsKNIIElYRD8lkI1-fcZzh2uUHdEkruZO8Vh12hw2rJABx8lCsWrDwD-y5_m6gVlAsiMK3sV9xAIjNHMkNqHZ5py7h&refId=PkVPBlJd2EgZjQmlPzfQDQ%3D%3D&trackingId=TVBnHxtGC%2FxJ1Ysz%2BssH5w%3D%3D&trk=flagship3_search_srp_jobs
N/A,Senior/Expert Data Warehouse Analyst,Innovance Consultancy,Türkiye,Remote Full-time Associate,"501-1,000 employees · IT Services and IT Consulting","Data Analysis, Data Warehouse Architecture, Extract, Transform, Load (ETL), Informatica, and SQL",https://www.linkedin.com/jobs/view/3917566140/?eBP=CwEAAAGQJuLTllatMUnCinVLI9IirVB2n2u6oHEcQvlRXWu5oipES5bHhIUjwOwA0T_ff8hZ_XXNjH5WgeI9Tl8HAGHLPgH7pZ8OWV7rq6QonqnNA7rh8yS5Q3_Z5gJcSmpob3GBdgQQuhidgD04OAEydfG9-7iq1ZtbE6DDoTCaMYQCiaBM3LWkC59Yo8hAKNj13MLLhrIetp6C7w1awhV_LY1O5EyZMvN5VgaRGl8yd8sV9xpDSCO87VW5CNRJPcJ-vqCnHOTn9ENgPjTLco9xYiK6JEIk2KfB6Yji2Y1n5PjBZcoPhbdgkHcpdNt0CAgnoqa2B_URKSRJwbSB-rIXaF6RSmkV4yTX4uVS7y2ZrUhktbH68zBkdkJCtGdSeafzsnahyPXg_QHrvD2HCdvvUkSlZmQZONVdhpWu0l197PIKJd06eP2pwPWRbVwwe3FQkCxUBTGPLCEw4Cxp3gXhSDMs2V_-ug&refId=PkVPBlJd2EgZjQmlPzfQDQ%3D%3D&trackingId=AJLE6OVWbO4b1iho5AHPKw%3D%3D&trk=flagship3_search_srp_jobs
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,ANALYST,Turkcell,"Istanbul, Türkiye",Hybrid Full-time Mid-Senior level,"5,001-10,000 employees · Telecommunications","Business Analysis, Problem Solving, SQL, and Scrum",https://www.linkedin.com/jobs/view/3942641539/?eBP=CwEAAAGQJuLTlkEny886x41KKwHL8aM8RxmsdbZa3i2fkj5kxunGtUpjos_9DBWeVy30h5tb_arRrtEJ4pi3DZYXbFhozKxlVbSLmI6Ky39SXoPOtd_naartC6_ljqNSntd0ttSt2Ka8yVcJ8EiNwqD79ctCXgcj8SggUq5Qeb5Vx6pKXY48E62eG1VtXjI6cu_ZZM-K15G13k2op4Cm3zCEp1KsMF9ASYuxi5LViC48HjV14CgjgHRnLKH8i7bfzlikz2z23O4CO8HVlLQIFI515qfvPLG8oarI0-j_vPiRx6F-30HLhVJpYmnYbQ57SYCuNwXLq6mVTpR2H5lqn2OBmx2aMzYkspx98quDk6W7R1SPKhILWgKLce4byIq0_jjHbPGA9noQB4hJ4LJEsyy6BPXipc0O1bO-F-cx-fwQJZFHtyoUBTjsDgfYOHo9fQia3SmzI9PgPnV8PlwBB8QKpHokKlUiZcPN&refId=PkVPBlJd2EgZjQmlPzfQDQ%3D%3D&trackingId=yjrQvJm2CQB1fs6pNX0U3w%3D%3D&trk=flagship3_search_srp_jobs
N/A,Fraud Analyst,Papel,"Istanbul, Türkiye",On-site Full-time Mid-Senior level,51-200 employees · Financial Services,"Analytical Skills, Auditing, Communication, English, External Audits, Finance, Fraud Investigations, Interpersonal Skills, Risk Management, and Root Cause Analysis",https://www.linkedin.com/jobs/view/3809392087/?eBP=CwEAAAGQJuLTlkM4v0uwpIpidWeoaJyMR4AzXfMG-4s1jrJ4kmhM3kWCskHgpEwHfMaKR9ptFuwVhritTs62bjeHRefivDimuWoxkrnwG1U7UAox7eUe9cYVYVCFGhoRLO4ZOECikuGM6I3Xb4lxC9sc0u02tFpMOWuCGHaoL5JatF4wQCI-h6s4gSuGtFW2ZMYhpuyw9xwtdeH0NxFEAmRbyAZS0xOBr3Ph7Y99CVJURCVzeR_c_rr-zRNfSsryOALAizmQbEoKZL0FNOWRwznQ3IPhJ0S_IvVC4EotX_e0cYaDom9PaOK6S13Mg1vAtel4rHg0vDaW8_eHjscfvfpiLnmoLCZ5yubuhOT8IliRGCpYxhBMv61VpYH5hxC2Ol7v_swPQge_H6h3vQLklUjgk6xSt5PJqWaVePcwa9azHer5tKu0kF_xrzB91u_HxY7fMb4uiX_cwB6VYAGLYW_yTAImZ8Uhuiox&refId=PkVPBlJd2EgZjQmlPzfQDQ%3D%3D&trackingId=%2BZRvROH0N2%2BzuDgMpdGqNg%3D%3D&trk=flagship3_search_srp_jobs
N/A,BI Data Analyst,Gunvor Group Ltd,"Istanbul, Istanbul, Türkiye",On-site Full-time Mid-Senior level,"1,001-5,000 employees · Oil and Gas","Analytics, Business Analysis, Business Analytics, Business Intelligence (BI), Business Requirements, Communication, Dashboards, Data Analytics, Data Visualization, and Microsoft Power BI",https://www.linkedin.com/jobs/view/3927427547/?eBP=CwEAAAGQJuLTlgQ8U1sT3d2JaZ9dNH6P0Kku1MNkA2V0dQ7whQF5ZK5gfFwQ4ek9tC6-B_TqjI6Nz4OZ9e0BWEgnweaRjS-HipBYJBreU2jquvhpm-znMnuoUZH4e7zJs0YZPlRsYURUgEQrTq_YWK8GiFj4uGmvzWP92SDxB-821V9qoaM2yimTzif7tqh0jbmcUbAjWz8YqVj3HhlZQVA5CkUaE3VI7ViwyJYXEqBEjugp5y9BQfo7A3i3G55TH_vqghrCL0WlnYyuNTZIp-9ZRvyRkTXGE9SqCtJXVuUTTPp9YFP2P736ER_t3poerDkpsYiSpnhOWoJfmSVOxNuI5BMHMB8VgoVcsf9Q3pdwMQqUN33YychvxU5xc5cNYxPKhEEBFyx9UefN7WKcqb74uDZjxjymRYVdbN3-ytt9a2bl8vpteLRMicpD4GjnUzrh5vXjSygabjRgR5mnguHeRGAunAZBQlAx&refId=PkVPBlJd2EgZjQmlPzfQDQ%3D%3D&trackingId=D3Kis9%2BT2ApbhiBebOJRaw%3D%3D&trk=flagship3_search_srp_jobs
N/A,Logistics Data Analyst,Signify,Greater Istanbul,Full-time Entry level,"10,001+ employees · Appliances, Electrical, and Electronics Manufacturing","DRM, Data Analytics, Data Preparation, Data Reporting, KPI Reporting, Key Performance Indicators, Microsoft Power BI, Root Cause, Root Cause Analysis, and Statutory Accounting Principles (SAP)",https://www.linkedin.com/jobs/view/3943729663/?eBP=CwEAAAGQJuLTllz5p57a4My8MAnd0P1KwIvaVfCpocx9QRlj2rwVUbXz96gxH3FCTFA6Qt2_tiOO85NFKoFgC5CLWXhsbGK8IubUjH1E-h-eAZ4DaxfXnPjZOlq5QOIX3Wju3-U0M377NHBBwa9BIddLESiiuEqh2iTi9S9Oydq4M6i6rxCAbCUfH6WrcWJ_2fr957NSN8Lh6qSoHpG9jZVaOKIX7-s5W_T90i8LKMNXZfalnCPjzoUk7dNp0-8qhgk87kb0iVnadCoaCVehJdz-F2PDIYD89BFbR_RCg2g_XxL0FXQbzuqeH_LpC-IhZoLi790dRlqkRMW8Sk5bMi-tN4wfdLj-pSQjShF4K4xm2cKSneUI89I0crkGw4yJ2Y6b13ELmgr13ZbKa7Pyz2eSC_Qe-g1k8fsjtJ_6cOjvWyGIiWvbSdPnpczs_3DsnJgIATHqQsTy5OR-1Mqy0zKj1X6Ea8vSWXc&refId=PkVPBlJd2EgZjQmlPzfQDQ%3D%3D&trackingId=urdkGURmros8wAAcwMx%2B6Q%3D%3D&trk=flagship3_search_srp_jobs
N/A,Investment Treasury Analyst,Trive,"Istanbul, Türkiye",On-site Full-time,"501-1,000 employees · Financial Services","Analytical Skills, Communication, Economics, Finance, Fund Management, Investment Products, Investments, Problem Solving, Risk Management, and Teamwork",https://www.linkedin.com/jobs/view/3932413046/?eBP=CwEAAAGQJuLTlo3Swsfttym_wZTNrx4hEqNH7PPZJvQspdDLAum6ANn1XOHWsEoBmzCnhFEupCz0d-eIhFbbOCIn_Ujmce1KnTwxqW3Ggm0Ysy7xu5tVIsgjP58UXdE5UBf1J9etTh97uR7-5pPFO0BkTAoX3q7lVEozS1jxI0I4ciHSKRJ6VgunmxxBkMDp4qNszKMH2l8Wt9RwkztImYkyBMZQgI6pRMgK46Nzq3JiIT1VYW_X7FDab2iTeX2_NAZxkyxz4nehtPcd3ApwsoFGuVoF3mkZ1H7Zm7rgbDl7RG5-TG-DBT7zvT8Mrq53eL6SdXDvKmv5Rt6Zrf77jVixk4Kxx2auX7lMgl74AbihbrdciuKQXgNc7EoQT7lRQyQR8wh5R2gSTTIfpOjfjpsFaqd4q0XBhJflb_aRTq-DC_g4eSn6zWyGk5uuDWpzvMSI-UFxupiDj7FZy5PNMOspnPm2RjiHj3wo2jQ&refId=PkVPBlJd2EgZjQmlPzfQDQ%3D%3D&trackingId=MS01bRmYGQCwV2ICYQSWxA%3D%3D&trk=flagship3_search_srp_jobs
